name,address,city,zip,capacity,license_type,status,state,license_number
Circulo de Amigos,2830 Cedar Ave S,Minneapolis,55407,0,Child Care Center,Active,MN,1060807
City of Lakes Waldorf School,2344 NICOLLET AVE,Minneapolis,55404-3372,0,Child Care Center,Active,MN,1061168
City Child Care Center LLC,2628 Nicollet Ave S,Minneapolis,55408,0,Child Care Center,Active,MN,1078835
Christ Community Lutheran Preschool,512 County Rd 10,Watertown,55388,0,Child Care Center,Active,MN,802378
"Clinton Learning Center, Inc.",3012 CLINTON AVE STE 2,Minneapolis,55408-2421,0,Child Care Center,Active,MN,1107822
City of Lakes Waldorf School Loring Early Childhood Program,519 Oak Grove St,Minneapolis,55403,0,Child Care Center,Active,MN,1092201
Civic League Day Nursery,427 6th Ave SW,Rochester,55902,0,Child Care Center,Active,MN,800494
Clinton Head Start,601 1ST ST,Clinton,56225-5178,0,Child Care Center,Active,MN,1110661
Clover Kids Child Care,190 MCGRANN ST,Green Isle,55338-4400,0,Child Care Center,Active,MN,1093743
Cloud Academy LLC,405 33RD AVE N,Saint Cloud,56303-3022,0,Child Care Center,Active,MN,1115014
Clover Montessori School,1025 DODD RD,West St Paul,55118-1113,0,Child Care Center,Active,MN,1114077
Close to My Heart,1740 Van Dyke St Attn Anne Hennessey,Maplewood,55109,0,Child Care Center,Active,MN,1053470
Clubhouse Childcare & Preschool (The),1041 Helmo Ave N,Oakdale,55128,0,Child Care Center,Active,MN,1082604
Club House Childcare and Preschool (The),18500 PILOT KNOB RD STE C,Farmington,55024-8761,0,Child Care Center,Active,MN,1106018
Club House Child Care & Preschool (The),2975 145th St W,Rosemount,55068,0,Child Care Center,Active,MN,1048783
Clubhouse Childcare Center LLC (The),205 4TH ST NE,McIntosh,56556-5749,0,Child Care Center,Active,MN,1092918
Community Child Care Center,1250 FIFIELD AVE,Saint Paul,55108-1158,0,Child Care Center,Active,MN,800523
Colvill Head Start Center,269 E 5th St,Red Wing,55066,0,Child Care Center,Active,MN,804938
Community Alliance Preschool,408 W Elm St,Detroit Lakes,56501,0,Child Care Center,Active,MN,1034020
Community of Saints Regional Catholic Preschool Program,335 HURLEY ST E,West St Paul,55118-1605,0,Child Care Center,Active,MN,1063678
Community Preschool of First Lutheran Church,1655 18TH AVE E,Alexandria,56308-0045,0,Child Care Center,Active,MN,800540
Como Early Learning Center,1024 27th Ave SE,Minneapolis,55414,0,Child Care Center,Active,MN,800543
Cobber Kids,1306 3rd St South,Moorhead,56560,0,Child Care Center,Active,MN,804115
Como Park Language & Arts Preschool & Childcare Center,1503 Hamline Ave N,Saint Paul,55108,0,Child Care Center,Active,MN,1060875
Compass Child Care,1438 215TH AVE NE,East Bethel,55011-4703,0,Child Care Center,Active,MN,1103751
Compass Child Care - University,10041 UNIVERSITY AVE NE,Blaine,55434-0000,0,Child Care Center,Active,MN,1099968
Compass Child Care,2853 NORTHDALE BLVD NW,Coon Rapids,55433-2821,0,Child Care Center,Active,MN,1087459
Compass Child Care LLC,302 CREDIT UNION DR,Isanti,55040-0000,0,Child Care Center,Active,MN,1102085
"Compass Child Care, LLC.",8035 RIVERDALE DR NW,Ramsey,55303-7229,0,Child Care Center,Active,MN,1112041
Congdon Creek Preschool,2310 E 4th St,Duluth,55812,0,Child Care Center,Active,MN,810856
Convent of the Visitation School-Montessori,2455 Visitation Dr,Mendota Heights,55120,0,Child Care Center,Active,MN,1009811
Congregational Preschool,1910 3RD AVE NW,Austin,55912-1414,0,Child Care Center,Active,MN,800547
Coon Rapids Day Care Center,10506 Hanson Blvd NW,Coon Rapids,55433,0,Child Care Center,Active,MN,800552
Cori's Kidz Childcare Inc,2280 Stillwater Ave E,Maplewood,55119,0,Child Care Center,Active,MN,1081780
Cornerstone Christian Preschool,13045 Fremont Ave,Zimmerman,55398,0,Child Care Center,Active,MN,1012286
Cornerstone Montessori School,1611 Ames Ave,Saint Paul,55106,0,Child Care Center,Active,MN,1051310
Connections LLC,4576 232ND ST N,Forest Lake,55025-0000,0,Child Care Center,Active,MN,1099795
Cook County Child Care Center,105 W 5th St,Grand Marais,55604,0,Child Care Center,Active,MN,1088047
Cornerstone Early Learning Center,4790 Rosemary Way N,Hugo,55038,0,Child Care Center,Active,MN,1069402
Cornerstone Preschool and Childcare,305 ELM ST,Farmington,55024-1028,0,Child Care Center,Active,MN,1094332
"Country School House Daycare Center, Inc.",21919 TYPO CREEK DR NE,Wyoming,55092-9451,0,Child Care Center,Active,MN,1029614
Cotter Early Childhood Center,1315 W BROADWAY ST,Winona,55987-2327,0,Child Care Center,Active,MN,1110097
Cradle Club,4530 W 77th St,Edina,55435,0,Child Care Center,Active,MN,800577
Cosmos Head Start,101 Vesta St S,Cosmos,56228,0,Child Care Center,Active,MN,1063762
Cradle Club (The),13986 Maple Knoll Way,Maple Grove,55369,0,Child Care Center,Active,MN,1078360
Crayon Box Child Care Center (The),9554 Foley Blvd,Coon Rapids,55433,0,Child Care Center,Active,MN,1007350
Crayon Box Child Care (The),7751 E RIVER RD,Fridley,55432-2400,0,Child Care Center,Active,MN,1029469
Creation Station,2101 Trinity Rd,Duluth,55811,0,Child Care Center,Active,MN,810489
Cradle Club (The),100 N 6th St Suite 152 C,Minneapolis,55403,0,Child Care Center,Active,MN,800578
Creation Kids Preschool,301 8th Ave NW,Kasson,55944,0,Child Care Center,Active,MN,831127
Creative Kids Academy,2617 DULUTH ST,Maplewood,55109-5507,0,Child Care Center,Active,MN,1114264
Creative Kids Academy Inc,2180 North Shore Dr,Orono,55391,0,Child Care Center,Active,MN,1062681
Creative Kids Academy Inc,1135 W Hwy 10,Anoka,55303,0,Child Care Center,Active,MN,1053441
Creative Early Learning Center,8 W 60TH ST,Minneapolis,55419-2553,0,Child Care Center,Active,MN,800522
Creative Kids Academy Inc,9100 N HIGHWAY DR,Lexington,55014-3761,0,Child Care Center,Active,MN,1053442
Creative Kids Academy Inc,15200 Wayzata Blvd,Minnetonka,55391,0,Child Care Center,Active,MN,1056456
Creative Kids Academy Inc,5394 Edgewood Dr,Mounds View,55112,0,Child Care Center,Active,MN,1053443
Creative Kids Academy Inc,14185 Essex Ave,Apple Valley,55124,0,Child Care Center,Active,MN,1077315
Creative Kids Academy Inc,12455 62nd Place N,Maple Grove,55369,0,Child Care Center,Active,MN,1055189
Creative Kids Academy Inc,1980 Center St,Centerville,55038,0,Child Care Center,Active,MN,1053444
Creative Kids Academy Inc,1800 COON RAPIDS BLVD NW,Coon Rapids,55433-4755,0,Child Care Center,Active,MN,1109140
"Creative Kids Academy, Inc.",13160 FREMONT AVE,Zimmerman,55398-8795,0,Child Care Center,Active,MN,1111830
Creative Minds Daycare LLC,3801 PORTLAND AVE,Minneapolis,55407-2520,0,Child Care Center,Active,MN,1092663
Creative Minds Early Learning Center LLC,1641 Commerce Dr,North Mankato,56003,0,Child Care Center,Active,MN,1081752
Creative Kids Academy Inc,19277 VERNON ST NW,Elk River,55330-2462,0,Child Care Center,Active,MN,1083770
Creative Kids Academy Inc,11078 170TH AVE NW,Elk River,55330-6322,0,Child Care Center,Active,MN,1100126
Creative Stars Academy,301 S MANTORVILLE AVE,Kasson,55944-1204,0,Child Care Center,Active,MN,1116584
Creative Stars Academy,1835 19TH AVE NW,Rochester,55901-0786,0,Child Care Center,Active,MN,1098633
Creative Wonders Childcare Co,3142 VIKING BLVD NW,Oak Grove,55011-9339,0,Child Care Center,Active,MN,1114877
Creative Wonders Childcare Co,5985 Carmen Ave,Inver Grove Heights,55076,0,Child Care Center,Active,MN,1077423
Creekside Children Place,5730 Grove Street,Edina,55436,0,Child Care Center,Active,MN,1094966
Creative Wonders Childcare,1960 Cliff Lake Rd Ste 104B,Eagan,55122,0,Child Care Center,Active,MN,1084850
Creme de la Creme Chanhassen,7750 GALPIN BLVD,Chanhassen,55317-9463,0,Child Care Center,Active,MN,1100328
Cross of Christ Lutheran Preschool,9931 Foley Blvd NW,Coon Rapids,55433,0,Child Care Center,Active,MN,1066309
Crossroads Preschool,4225 Gettysburg Ave N,New Hope,55428,0,Child Care Center,Active,MN,800600
Cross View Early Childhood Center,6645 McCauley Trl,Edina,55439-1076,0,Child Care Center,Active,MN,800596
Crossview Covenant Church,2000 Howard Dr,North Mankato,56003,0,Child Care Center,Active,MN,800574
Creme de la Creme Maple Grove,13001 62ND PL N,Maple Grove,55369-6374,0,Child Care Center,Active,MN,1100327
Crown Christian Preschool,7515 269th Ave NW,Saint Francis,55070-9345,0,Child Care Center,Active,MN,804968
Cultivate Mankato,227 E. Main Street,Mankato,56001,0,Child Care Center,Active,MN,1096847
Crown of Life Preschool,115 CRUSADER AVE W,West St Paul,55118-4428,0,Child Care Center,Active,MN,1100326
Crystals Cuddle Bugs Childcare Center,14865 S Robert Trail,Rosemount,55068,0,Child Care Center,Active,MN,1078336
Dakota Learning Center Inc,436 GATEWAY BLVD,Burnsville,55337-2559,0,Child Care Center,Active,MN,1086313
Cultivate Mankato Infant Development Center,222 PFAU ST,Mankato,56001-5253,0,Child Care Center,Active,MN,1113584
Crystals Cuddle Bugs Childcare Center,5089 208TH ST W,Farmington,55024-7934,0,Child Care Center,Active,MN,1093042
David's Christian Learning Center,4101 WASHINGTON ST NE,Columbia Heights,55421-2818,0,Child Care Center,Active,MN,1011679
Dawn of Discovery,19280 Evans St NW,Elk River,55330,0,Child Care Center,Active,MN,1074753
Day By Day Child Development Center Inc,1565 Cliff Rd Ste 9,Eagan,55122,0,Child Care Center,Active,MN,810531
Degan Child Care Center LLC,1545 E Lake St,Minneapolis,55407,0,Child Care Center,Active,MN,1082747
Diamond Daycare Inc,460 Lexington Pkwy N,Saint Paul,55104,0,Child Care Center,Active,MN,1080645
Discover Magical Moments West,2790 COMMERCE DR NW,Rochester,55901-2262,0,Child Care Center,Active,MN,1083442
Dei Spring Academy and Child Care,418 5th Ave S,Cold Spring,56320,0,Child Care Center,Active,MN,1048336
Dei Spring Academy and Child Care Center,601 RED RIVER AVE S,Cold Spring,56320-2562,0,Child Care Center,Active,MN,1107333
Discovery Kids,1800 NEVADA AVE,Benson,56215-1023,0,Child Care Center,Active,MN,1086726
Discovery Days Preschool,201 Maple St,Lowry,56349-0000,0,Child Care Center,Active,MN,800655
Discovery Learning Center,1802 2nd Ave SW,Austin,55912,0,Child Care Center,Active,MN,1043439
DiscoverTree Childcare Center LLC,1290 E BURNS VALLEY RD,Winona,55987-4107,0,Child Care Center,Active,MN,1091840
Discover Little Miracles Child Care,13065 43rd St NE,Saint Michael,55376,0,Child Care Center,Active,MN,1082479
Discovery Montessori Academy,804 7TH AVE S,Princeton,55371-2113,0,Child Care Center,Active,MN,1051430
Dreamers Child Care LLC,6304 Hwy 65 NE,Fridley,55432,0,Child Care Center,Active,MN,1088578
Diversity Childcare Inc,3408 E. Lake St.,Minneapolis,55406,0,Child Care Center,Active,MN,1098555
Discovery Place,305 NORA ST E,Thief River Falls,56701-2928,0,Child Care Center,Active,MN,800657
Dodge Nature Preschool,1715 Charlton Street,West St Paul,55118,0,Child Care Center,Active,MN,1002183
Duluth Preschool of Fine Arts and Education LLC,1108 E 8TH ST,Duluth,55805-1651,0,Child Care Center,Active,MN,1113020
Eagan Montessori & Childcare,1250 Lone Oak Rd,Eagan,55121,0,Child Care Center,Active,MN,1045504
Eagan Head Start,3370 COACHMAN RD,Eagan,55121-1855,0,Child Care Center,Active,MN,1003329
Eagan Montessori Academy South,1970 Rahncliff Ct Ste 100,Eagan,55122-0000,0,Child Care Center,Active,MN,1080543
Early Advantage Developmental Child Care Center LLC,507 Frontage Rd NE,Byron,55920,0,Child Care Center,Active,MN,1063676
Eagle Nest Child Care Center,604 MAIN ST E,Mapleton,56065-2070,0,Child Care Center,Active,MN,800370
Eagle's Nest Preschool & Childcare,1300 19th Ave SW,Willmar,56201,0,Child Care Center,Active,MN,1060643
Early Childhood Development Center,2900 University Ave,Crookston,56716,0,Child Care Center,Active,MN,802569
Eagle Care,420 S 2ND ST,La Crescent,55947-1347,0,Child Care Center,Active,MN,1059365
Early Connections,3381 GORHAM AVE,St Louis Park,55426-4240,0,Child Care Center,Active,MN,1009604
Early Childhood Family Development Training Center,4255 3rd Ave S,Minneapolis,55409,0,Child Care Center,Active,MN,1075558
Early Einstein's Learning Center,1209 Center Ave W,Dilworth,56529,0,Child Care Center,Active,MN,1097182
Early Steps Learning Foundation,6122 42nd Ave N,Crystal,55422,0,Child Care Center,Active,MN,1081442
Early Success Center Inc,357 ULYSSES ST NE,Minneapolis,55413-2602,0,Child Care Center,Active,MN,1092929
Early Head Start Staples,616 4TH ST NE,Staples,56479-2273,0,Child Care Center,Active,MN,802411
Early Education Center Moorhead State University,1213 6th Ave S Lommen Hall,Moorhead,56563,0,Child Care Center,Active,MN,801582
Early Ventures Learning Center,700 LINCOLN PKWY,Northfield,55057-1350,0,Child Care Center,Active,MN,1042526
East Ridge KinderCare,4025 BENJAMIN DR,Woodbury,55129-0000,0,Child Care Center,Active,MN,1110601
Early Years Academy,1687 MAIN ST N,Pine City,55063-5787,0,Child Care Center,Active,MN,1099265
"Early Explorers Child Care & Preschool, INC",2935 13TH ST S,Moorhead,56560-5103,0,Child Care Center,Active,MN,1101408
East YMCA Head Start,875 ARCADE ST,Saint Paul,55106-3800,0,Child Care Center,Active,MN,1111235
Easter Preschool,4200 Pilot Knob Rd,Eagan,55122,0,Child Care Center,Active,MN,806196
Early Years Academy Inc,807 Main St N Ste B,Cambridge,55008,0,Child Care Center,Active,MN,1080915
Ebenezer Intergenerational Day Program,13820 Community Drive,Burnsville,55337,0,Child Care Center,Active,MN,1015880
Eastside A & B Headstart Childcare Ctr Early Headstart Child Care Ctr,1250 Johnson Rd,Saint Cloud,56304-1255,0,Child Care Center,Active,MN,802041
Eden Prairie Montessori Learning Center,7455 MARKET PLACE DR,Eden Prairie,55344-3635,0,Child Care Center,Active,MN,804086
Edgcumbe Montessori & Day Care,2149 Edgcumbe Rd,Saint Paul,55116,0,Child Care Center,Active,MN,1077401
Eden Prairie Montessori South Inc,8098 GLEN LN,Eden Prairie,55344-5354,0,Child Care Center,Active,MN,1088544
Edina Morningside Preschool,4201 Morningside Rd,Edina,55416,0,Child Care Center,Active,MN,800721
Educare Kids Montessori & Child Care LLC,2525 Williams Dr,Burnsville,55337,0,Child Care Center,Active,MN,1064896
Edina Daycare LLC,3205 W. 76TH ST. Suite #2,Edina,55435,0,Child Care Center,Active,MN,1091032
El Bosque Encantado,15033 Highway 13 Ste 2000,Prior Lake,55372,0,Child Care Center,Active,MN,1063373
Elim Preschool/Elim Baptist Church,685 13th Ave NE,Minneapolis,55413,0,Child Care Center,Active,MN,800727
Ely Head Start,600 E HARVEY ST,Ely,55731-1614,0,Child Care Center,Active,MN,800734
Endion Square Children's Center LLC,1823 East Superior Street,Duluth,55812,0,Child Care Center,Active,MN,1061680
Empowering Kids Perham,231 FOX ST,Perham,56573-2337,0,Child Care Center,Active,MN,1110731
Epiphany Catholic Preschool,11001 Hanson Blvd,Coon Rapids,55433,0,Child Care Center,Active,MN,1030989
Escuela Mundial Child Care Center Inc,14180 Commerce Ave NE Ste 500,Prior Lake,55372,0,Child Care Center,Active,MN,1077416
Endless Journey Child Care,7411 Airport View Dr SW,Rochester,55902,0,Child Care Center,Active,MN,1047403
"Eastside C, D, E",358 Hwy 10 S,Saint Cloud,56304,0,Child Care Center,Active,MN,1084378
Especially for Children,3300 Edinborough Way Ste 120,Edina,55435,0,Child Care Center,Active,MN,800753
EPIC Endeavors Preschool Academy,20 9TH ST SE,Rochester,55904-6423,0,Child Care Center,Active,MN,1081103
Especially For Children,6223 Dell Rd,Eden Prairie,55346,0,Child Care Center,Active,MN,800747
Especially For Children,8885 Evergreen Blvd,Coon Rapids,55433,0,Child Care Center,Active,MN,808858
Especially For Children,3370 Coachman Rd,Eagan,55121,0,Child Care Center,Active,MN,800748
"Especially For Children, Inc.",6125 Cahill Ave E,Inver Grove Heights,55076,0,Child Care Center,Active,MN,830311
"Especially For Children, Inc.",5133 W 98th St,Bloomington,55437,0,Child Care Center,Active,MN,830650
"Especially For Children, Inc.",5015 W 70th St,Edina,55439-2101,0,Child Care Center,Active,MN,830752
Especially For Children,2 H S Pine Dr,Circle Pines,55014,0,Child Care Center,Active,MN,807783
Evelyn Marsh Children Learning Center,4900 NATHAN LN N,Plymouth,55442-3156,0,Child Care Center,Active,MN,1106261
Everbrook Academy,6275 Loftus Lane,Savage,55378-0000,0,Child Care Center,Active,MN,1107423
Eureka Kids Inc,3675 9th St NW,Rochester,55901,0,Child Care Center,Active,MN,1090496
Everbrook Academy,4150 KNOB DR,Eagan,55122-1872,0,Child Care Center,Active,MN,1109542
Everbrook Academy,15831 EMPEROR AVE,Apple Valley,55124-7860,0,Child Care Center,Active,MN,1109539
Everbrook Academy,9201 MITCHELL RD,Eden Prairie,55347-2639,0,Child Care Center,Active,MN,1109545
Everbrook Academy,14730 EXCELSIOR BLVD,Minnetonka,55345-6606,0,Child Care Center,Active,MN,1109549
Eureka Kids Inc.,3640 9TH ST NW,Rochester,55901-6685,0,Child Care Center,Active,MN,1113672
Everbrook Academy,9620 Tamarack Rd,Woodbury,55125,0,Child Care Center,Active,MN,1081820
Excelsior Covenant Preschool,19955 Excelsior Blvd,Excelsior,55331,0,Child Care Center,Active,MN,804894
Everbrook Academy,12100 80TH AVE N,Maple Grove,55369-4775,0,Child Care Center,Active,MN,1109547
"Eyota Kids Korner, Inc.",511 JEFFERSON AVE SW,Eyota,55934-9763,0,Child Care Center,Active,MN,800763
Evergreen Montessori,6700 46th Place North,Crystal,55428-5222,0,Child Care Center,Active,MN,801731
Everbrook Academy,4379 95TH AVE N,Brooklyn Park,55443-1501,0,Child Care Center,Active,MN,1109560
Fahiye Child Care Center,519 Jackson St Ste A,Saint Paul,55101,0,Child Care Center,Active,MN,1060828
Fairmont Head Start,625 Johnson St,Fairmont,56031,0,Child Care Center,Active,MN,800765
Fairy Tale Academy,13500 26th Ave N,Plymouth,55441,0,Child Care Center,Active,MN,1060641
Faithful Beginnings at Good Shepherd,145 JERSEY AVE S,Golden Valley,55426-1527,0,Child Care Center,Active,MN,1099738
Faithful Beginnings at Divine Mercy Catholic School,104 2ND AVE SW,Faribault,55021-0000,0,Child Care Center,Active,MN,1018859
Faithful Beginnings at Immaculate Conception Catholic School,4030 Jackson St NE,Columbia Heights,55421,0,Child Care Center,Active,MN,1029703
